Timestamps are UTC timezone,https://www.CryptoDataDownload.com
Unix Timestamp,Date,Symbol,Open,High,Low,Close,Volume BTC,Volume USD
1604412000.0,2020-11-03 02-PM,BTCUSD,13709.66,13800,13681.45,13796.99,327.42,4496220.83
1604408400.0,2020-11-03 01-PM,BTCUSD,13526.63,13755,13498.6,13709.66,688.13,9407844.45
1604404800.0,2020-11-03 12-PM,BTCUSD,13540,13560.99,13483.28,13526.63,128.08,1731389.83
1604401200.0,2020-11-03 11-AM,BTCUSD,13552.44,13567.48,13473.92,13540,162.83,2201520.83
1604397600.0,2020-11-03 10-AM,BTCUSD,13564.39,13587.58,13495.25,13552.44,184.33,2496376.24
1604394000.0,2020-11-03 09-AM,BTCUSD,13525.35,13607,13483.23,13564.39,261.71,3543770.73
1604390400.0,2020-11-03 08-AM,BTCUSD,13449.78,13570.14,13408.96,13525.35,561.99,7602464.38
1604386800.0,2020-11-03 07-AM,BTCUSD,13435.9,13454.96,13395.42,13449.78,194.62,2613464.78
1604383200.0,2020-11-03 06-AM,BTCUSD,13373.76,13458.96,13287.7,13435.9,232.06,3109167.21
1604379600.0,2020-11-03 05-AM,BTCUSD,13418.49,13456.13,13355.85,13373.76,195.84,2627397.9
1604376000.0,2020-11-03 04-AM,BTCUSD,13402.31,13429.14,13288.56,13418.49,288.29,3850893.46
1604372400.0,2020-11-03 03-AM,BTCUSD,13436.96,13482.35,13337,13402.31,353.39,4735573.09
1604368800.0,2020-11-03 02-AM,BTCUSD,13604.49,13659.39,13384.63,13436.96,325.19,4401122.84
1604365200.0,2020-11-03 01-AM,BTCUSD,13537.1,13618.29,13531.39,13604.49,269.49,3654931.31
1604361600.0,2020-11-03 12-AM,BTCUSD,13563.72,13589,13465,13537.1,497.62,6719887.64
1604358000.0,2020-11-02 11-PM,BTCUSD,13583.01,13615.67,13552.46,13563.72,126.55,1719723.47
1604354400.0,2020-11-02 10-PM,BTCUSD,13626.37,13665.42,13565.71,13583.01,189.15,2576294.28
1604350800.0,2020-11-02 09-PM,BTCUSD,13673,13678.73,13597.1,13626.37,263.57,3593560.83
1604347200.0,2020-11-02 08-PM,BTCUSD,13562.9,13711,13557.65,13673,768.68,10492286.15
1604343600.0,2020-11-02 07-PM,BTCUSD,13472,13569.19,13466.55,13562.9,128.36,1737337.01
1604340000.0,2020-11-02 06-PM,BTCUSD,13522.15,13537.3,13455,13472,231.87,3129378.1
1604336400.0,2020-11-02 05-PM,BTCUSD,13521.43,13550,13493.43,13522.15,352.92,4769852.28
1604332800.0,2020-11-02 04-PM,BTCUSD,13507.19,13550,13484.96,13521.43,236.81,3200702.25
1604329200.0,2020-11-02 03-PM,BTCUSD,13480,13545,13455.01,13507.19,250.17,3377482.99
1604325600.0,2020-11-02 02-PM,BTCUSD,13401.54,13513.48,13349,13480,747.42,10042208.0
1604322000.0,2020-11-02 01-PM,BTCUSD,13318.59,13450.46,13291.13,13401.54,273.97,3668572.1
1604318400.0,2020-11-02 12-PM,BTCUSD,13421.33,13440.06,13220,13318.59,690.85,9220323.27
1604314800.0,2020-11-02 11-AM,BTCUSD,13495.6,13526.67,13375.67,13421.33,316.57,4256411.81
1604311200.0,2020-11-02 10-AM,BTCUSD,13583.47,13583.47,13472.32,13495.6,191.82,2594631.65
1604307600.0,2020-11-02 09-AM,BTCUSD,13456.77,13594.06,13439.39,13583.47,458.0,6189615.76
1604304000.0,2020-11-02 08-AM,BTCUSD,13755.03,13755.03,13451.01,13456.77,910.37,12372088.11
1604300400.0,2020-11-02 07-AM,BTCUSD,13752.55,13773.55,13735,13755.03,191.36,2631437.58
1604296800.0,2020-11-02 06-AM,BTCUSD,13704.14,13774.84,13685.21,13752.55,227.85,3131723.23
1604293200.0,2020-11-02 05-AM,BTCUSD,13709.35,13722.8,13652.01,13704.14,88.33,1210118.85
1604289600.0,2020-11-02 04-AM,BTCUSD,13707.49,13736.89,13665.56,13709.35,47.79,654521.77
1604286000.0,2020-11-02 03-AM,BTCUSD,13734.25,13753.53,13659.46,13707.49,68.74,941970.54
1604282400.0,2020-11-02 02-AM,BTCUSD,13760.91,13779.96,13667.65,13734.25,109.05,1496468.25
1604278800.0,2020-11-02 01-AM,BTCUSD,13816.2,13823.93,13760.91,13760.91,59.31,818403.3
1604275200.0,2020-11-02 12-AM,BTCUSD,13762,13842.5,13762,13816.2,135.91,1877546.16
1604271600.0,2020-11-01 11-PM,BTCUSD,13711.21,13774.6,13655,13762,147.25,2020244.99
1604268000.0,2020-11-01 10-PM,BTCUSD,13819.51,13828.01,13677.3,13711.21,228.52,3141550.22
1604264400.0,2020-11-01 09-PM,BTCUSD,13817.85,13867.57,13791.17,13819.51,152.62,2110768.03
1604260800.0,2020-11-01 08-PM,BTCUSD,13793.67,13847.44,13790.04,13817.85,234.08,3234566.45
1604257200.0,2020-11-01 07-PM,BTCUSD,13811.94,13834.99,13787.25,13793.67,58.88,812655.69
1604253600.0,2020-11-01 06-PM,BTCUSD,13820.38,13840.89,13797.55,13811.94,28.78,397638.94
1604250000.0,2020-11-01 05-PM,BTCUSD,13809.35,13840.89,13778.58,13820.38,69.38,958065.26
1604246400.0,2020-11-01 04-PM,BTCUSD,13809.03,13836.19,13773.78,13809.35,45.27,625014.95
1604242800.0,2020-11-01 03-PM,BTCUSD,13804.82,13871.41,13803.64,13809.03,73.63,1019054.2
1604239200.0,2020-11-01 02-PM,BTCUSD,13797.93,13860,13776.71,13804.82,123.47,1706861.37
1604235600.0,2020-11-01 01-PM,BTCUSD,13767.97,13811.96,13742.53,13797.93,138.13,1904717.98
1604232000.0,2020-11-01 12-PM,BTCUSD,13711.69,13778.87,13684.05,13767.97,64.58,886789.41
1604228400.0,2020-11-01 11-AM,BTCUSD,13735.66,13791.17,13675,13711.69,127.16,1744184.89
1604224800.0,2020-11-01 10-AM,BTCUSD,13693.4,13758.12,13692.26,13735.66,95.98,1316136.5
1604221200.0,2020-11-01 09-AM,BTCUSD,13760.82,13776.04,13682.15,13693.4,135.11,1854986.17
1604217600.0,2020-11-01 08-AM,BTCUSD,13805.84,13824.3,13742.09,13760.82,41.16,567076.55
1604214000.0,2020-11-01 07-AM,BTCUSD,13735.14,13824.3,13727.9,13805.84,118.75,1634587.11
1604210400.0,2020-11-01 06-AM,BTCUSD,13707.91,13766.28,13694.17,13735.14,52.69,723060.97
1604206800.0,2020-11-01 05-AM,BTCUSD,13684.28,13773.75,13671.32,13707.91,137.36,1886122.06
1604203200.0,2020-11-01 04-AM,BTCUSD,13710.8,13716.19,13629.31,13684.28,142.36,1945445.69
1604199600.0,2020-11-01 03-AM,BTCUSD,13724.5,13747.21,13651.32,13710.8,77.89,1066743.22
1604196000.0,2020-11-01 02-AM,BTCUSD,13773.02,13783.14,13702.94,13724.5,21.17,290961.33
1604192400.0,2020-11-01 01-AM,BTCUSD,13733.84,13782.9,13716.92,13773.02,32.92,452882.59
1604188800.0,2020-11-01 12-AM,BTCUSD,13816.08,13907.47,13672.79,13733.84,186.97,2575229.8
1604185200.0,2020-10-31 11-PM,BTCUSD,13879.14,13879.14,13774.86,13816.08,78.93,1090429.69
1604181600.0,2020-10-31 10-PM,BTCUSD,13849.7,13906.04,13835.15,13879.14,65.1,903287.03
1604178000.0,2020-10-31 09-PM,BTCUSD,13850.92,13865.8,13821.95,13849.7,46.9,649476.18
1604174400.0,2020-10-31 08-PM,BTCUSD,13794.24,13851.42,13767.9,13850.92,38.97,538434.68
1604170800.0,2020-10-31 07-PM,BTCUSD,13729.19,13823.55,13693.09,13794.24,142.81,1962468.85
1604167200.0,2020-10-31 06-PM,BTCUSD,13783.98,13783.98,13718.83,13729.19,102.23,1405146.53
1604163600.0,2020-10-31 05-PM,BTCUSD,13830.63,13835.69,13751,13783.98,142.34,1961452.81
1604160000.0,2020-10-31 04-PM,BTCUSD,13854.01,13890.79,13816.18,13830.63,203.48,2818315.45
1604156400.0,2020-10-31 03-PM,BTCUSD,13814.54,13870,13750,13854.01,224.47,3097896.57
1604152800.0,2020-10-31 02-PM,BTCUSD,13872.11,13884.28,13788,13814.54,98.25,1358590.41
1604149200.0,2020-10-31 01-PM,BTCUSD,13886.79,13936.8,13831.99,13872.11,110.88,1539448.37
1604145600.0,2020-10-31 12-PM,BTCUSD,13952.66,13952.66,13860.12,13886.79,200.19,2784903.6
1604142000.0,2020-10-31 11-AM,BTCUSD,13813.67,13952.66,13806.45,13952.66,397.97,5528119.26
1604138400.0,2020-10-31 10-AM,BTCUSD,13907.85,14100,13543.01,13813.67,1565.37,21710859.22
1604134800.0,2020-10-31 09-AM,BTCUSD,13750,13970,13733.38,13907.85,463.17,6416837.36
1604131200.0,2020-10-31 08-AM,BTCUSD,13589.05,13842,13580.72,13750,923.68,12706196.84
1604127600.0,2020-10-31 07-AM,BTCUSD,13614.61,13614.61,13562.28,13589.05,45.49,618142.85
1604124000.0,2020-10-31 06-AM,BTCUSD,13479.26,13614.61,13467.78,13614.61,415.27,5623434.17
1604120400.0,2020-10-31 05-AM,BTCUSD,13525.16,13528.98,13479.26,13479.26,108.16,1460900.82
1604116800.0,2020-10-31 04-AM,BTCUSD,13500,13531.11,13456.21,13525.16,245.54,3315550.6
1604113200.0,2020-10-31 03-AM,BTCUSD,13616.64,13626.71,13420.97,13500,340.06,4590528.46
1604109600.0,2020-10-31 02-AM,BTCUSD,13651.22,13741.62,13570.77,13616.64,215.44,2946040.45
1604106000.0,2020-10-31 01-AM,BTCUSD,13624.29,13661,13585.91,13651.22,83.94,1144461.95
1604102400.0,2020-10-31 12-AM,BTCUSD,13562.13,13653.36,13528.98,13624.29,78.75,1070636.64
1604098800.0,2020-10-30 11-PM,BTCUSD,13574.36,13651.25,13549.45,13562.13,136.0,1850138.47
1604095200.0,2020-10-30 10-PM,BTCUSD,13560.39,13624.3,13549.46,13574.36,125.81,1709665.51
1604091600.0,2020-10-30 09-PM,BTCUSD,13634.62,13655.65,13470.2,13560.39,185.91,2521103.07
1604088000.0,2020-10-30 08-PM,BTCUSD,13550,13675.4,13520.61,13634.62,225.29,3063598.82
1604084400.0,2020-10-30 07-PM,BTCUSD,13534.45,13559.51,13489.75,13550,289.28,3910496.69
1604080800.0,2020-10-30 06-PM,BTCUSD,13542.31,13573.33,13511.54,13534.45,250.87,3397778.39
1604077200.0,2020-10-30 05-PM,BTCUSD,13539.74,13585.91,13480.38,13542.31,180.07,2437249.06
1604073600.0,2020-10-30 04-PM,BTCUSD,13562.26,13603.97,13510,13539.74,863.56,11701283.7
1604070000.0,2020-10-30 03-PM,BTCUSD,13377.9,13566.26,13359.64,13562.26,1377.02,18530956.78
1604066400.0,2020-10-30 02-PM,BTCUSD,13280.98,13383.7,13266.68,13377.9,837.9,11172148.22
1604062800.0,2020-10-30 01-PM,BTCUSD,13340.09,13357.6,13242.79,13280.98,311.35,4136807.1
1604059200.0,2020-10-30 12-PM,BTCUSD,13365.93,13375.66,13302.1,13340.09,440.62,5875859.92
1604055600.0,2020-10-30 11-AM,BTCUSD,13316.41,13383.7,13263.82,13365.93,211.39,2817680.54
1604052000.0,2020-10-30 10-AM,BTCUSD,13293.77,13358.14,13226.32,13316.41,281.89,3746476.63
1604048400.0,2020-10-30 09-AM,BTCUSD,13256.76,13311.64,13168.69,13293.77,495.97,6560692.14
1604044800.0,2020-10-30 08-AM,BTCUSD,13218.4,13340.98,13195.98,13256.76,314.88,4184106.13
1604041200.0,2020-10-30 07-AM,BTCUSD,13215.59,13266.5,13129.26,13218.4,513.84,6787953.29
1604037600.0,2020-10-30 06-AM,BTCUSD,13186.02,13277.56,13153.1,13215.59,357.36,4725318.54
1604034000.0,2020-10-30 05-AM,BTCUSD,13438.26,13511.08,13169.31,13186.02,535.43,7133770.55
1604030400.0,2020-10-30 04-AM,BTCUSD,13440.45,13483.87,13391.73,13438.26,127.98,1720254.24
1604026800.0,2020-10-30 03-AM,BTCUSD,13467.59,13526.37,13411.37,13440.45,139.07,1872136.03
1604023200.0,2020-10-30 02-AM,BTCUSD,13571.74,13586.82,13462.6,13467.59,212.47,2877188.31
1604019600.0,2020-10-30 01-AM,BTCUSD,13598,13675.56,13554.2,13571.74,248.94,3385074.8
1604016000.0,2020-10-30 12-AM,BTCUSD,13468.44,13608.18,13351.63,13598,318.21,4287919.95
1604012400.0,2020-10-29 11-PM,BTCUSD,13411.86,13502.05,13403.27,13468.44,135.26,1822687.55
1604008800.0,2020-10-29 10-PM,BTCUSD,13530.59,13534.37,13391.73,13411.86,184.77,2488858.53
1604005200.0,2020-10-29 09-PM,BTCUSD,13489.68,13558.71,13440.49,13530.59,91.58,1236223.64
1604001600.0,2020-10-29 08-PM,BTCUSD,13504.66,13539.87,13440,13489.68,221.66,2990142.47
1603998000.0,2020-10-29 07-PM,BTCUSD,13569.2,13597.04,13504.66,13504.66,285.87,3876022.23
1603994400.0,2020-10-29 06-PM,BTCUSD,13597.04,13641.18,13498.88,13569.2,627.87,8500597.58
1603990800.0,2020-10-29 05-PM,BTCUSD,13563.53,13650,13523.13,13597.04,468.69,6363939.31
1603987200.0,2020-10-29 04-PM,BTCUSD,13444.52,13631.91,13405.06,13563.53,815.22,11059170.77
1603983600.0,2020-10-29 03-PM,BTCUSD,13447.33,13488.78,13371.06,13444.52,479.78,6445741.32
1603980000.0,2020-10-29 02-PM,BTCUSD,13243.84,13495.9,13238.59,13447.33,853.05,11414961.99
1603976400.0,2020-10-29 01-PM,BTCUSD,13140.75,13256.14,13107.6,13243.84,401.0,5289518.01
1603972800.0,2020-10-29 12-PM,BTCUSD,13065.57,13154.16,12993,13140.75,1027.37,13411801.32
1603969200.0,2020-10-29 11-AM,BTCUSD,13099.66,13182.48,13065.57,13065.57,514.25,6738399.47
1603965600.0,2020-10-29 10-AM,BTCUSD,13203.96,13212.42,13052,13099.66,455.16,5966783.92
1603962000.0,2020-10-29 09-AM,BTCUSD,13138.34,13214.17,13129.05,13203.96,235.67,3106125.44
1603958400.0,2020-10-29 08-AM,BTCUSD,13140.42,13195.87,13093.13,13138.34,330.4,4349268.14
1603954800.0,2020-10-29 07-AM,BTCUSD,13286.29,13297.05,13129.26,13140.42,342.63,4524904.96
1603951200.0,2020-10-29 06-AM,BTCUSD,13297.53,13327.61,13254.14,13286.29,239.64,3183971.2
1603947600.0,2020-10-29 05-AM,BTCUSD,13250,13303.57,13250,13297.53,193.13,2563708.29
1603944000.0,2020-10-29 04-AM,BTCUSD,13282.92,13311.5,13250,13250,326.27,4334528.14
1603940400.0,2020-10-29 03-AM,BTCUSD,13245.56,13283.67,13184.5,13282.92,207.12,2741551.03
1603936800.0,2020-10-29 02-AM,BTCUSD,13289.52,13294.82,13222.69,13245.56,116.9,1549741.4
1603933200.0,2020-10-29 01-AM,BTCUSD,13261.17,13308.29,13185.38,13289.52,176.79,2341369.86
1603929600.0,2020-10-29 12-AM,BTCUSD,13274.73,13321,13258.15,13261.17,164.88,2190186.77
1603926000.0,2020-10-28 11-PM,BTCUSD,13268.66,13321.99,13244.68,13274.73,189.75,2521532.91
1603922400.0,2020-10-28 10-PM,BTCUSD,13202.26,13291.28,13194.91,13268.66,171.26,2270254.64
1603918800.0,2020-10-28 09-PM,BTCUSD,13212.04,13221.39,13114.91,13202.26,145.53,1917100.09
1603915200.0,2020-10-28 08-PM,BTCUSD,13173.01,13238.68,13161.25,13212.04,127.68,1686026.57
1603911600.0,2020-10-28 07-PM,BTCUSD,13221.69,13266.43,13154.76,13173.01,402.23,5317491.13
1603908000.0,2020-10-28 06-PM,BTCUSD,13183.97,13250,13139.8,13221.69,303.0,3998717.08
1603904400.0,2020-10-28 05-PM,BTCUSD,13150.93,13224.1,13011.66,13183.97,472.65,6201161.29
1603900800.0,2020-10-28 04-PM,BTCUSD,13232.09,13233,13050,13150.93,438.32,5761075.83
1603897200.0,2020-10-28 03-PM,BTCUSD,13058.57,13250,13050.74,13232.09,589.7,7753639.46
1603893600.0,2020-10-28 02-PM,BTCUSD,13122.63,13156.91,12892,13058.57,1357.47,17699308.63
1603890000.0,2020-10-28 01-PM,BTCUSD,13296.04,13342.54,13109.78,13122.63,625.96,8276960.81
1603886400.0,2020-10-28 12-PM,BTCUSD,13325.87,13377.27,13157.23,13296.04,1177.71,15604687.24
1603882800.0,2020-10-28 11-AM,BTCUSD,13569.5,13582.78,13300,13325.87,1031.65,13854438.84
1603879200.0,2020-10-28 10-AM,BTCUSD,13605.66,13644.59,13519.58,13569.5,474.25,6450533.01
1603875600.0,2020-10-28 09-AM,BTCUSD,13693.53,13712.92,13594.06,13605.66,369.44,5044301.87
1603872000.0,2020-10-28 08-AM,BTCUSD,13674.16,13701.58,13573.02,13693.53,262.99,3586256.41
1603868400.0,2020-10-28 07-AM,BTCUSD,13720,13732.82,13486.07,13674.16,645.39,8787743.85
1603864800.0,2020-10-28 06-AM,BTCUSD,13730.01,13782.9,13708.69,13720,246.29,3386287.29
1603861200.0,2020-10-28 05-AM,BTCUSD,13755.62,13782.9,13689.69,13730.01,251.88,3456019.94
1603857600.0,2020-10-28 04-AM,BTCUSD,13788.83,13828.76,13724.88,13755.62,177.07,2438817.78
1603854000.0,2020-10-28 03-AM,BTCUSD,13850,13851.95,13734.45,13788.83,390.23,5384529.51
1603850400.0,2020-10-28 02-AM,BTCUSD,13721.44,13864.89,13697.93,13850,540.92,7462177.85
1603846800.0,2020-10-28 01-AM,BTCUSD,13721,13750,13659.45,13721.44,174.36,2392083.55
1603843200.0,2020-10-28 12-AM,BTCUSD,13647.9,13757.88,13611.72,13721,105.15,1440196.91
1603839600.0,2020-10-27 11-PM,BTCUSD,13736.88,13788,13573.29,13647.9,481.74,6594881.75
1603836000.0,2020-10-27 10-PM,BTCUSD,13702,13747.13,13643.89,13736.88,267.16,3660032.82
1603832400.0,2020-10-27 09-PM,BTCUSD,13620.03,13756.46,13613.65,13702,145.86,1998252.19
1603828800.0,2020-10-27 08-PM,BTCUSD,13672.81,13725.15,13585.91,13620.03,377.06,5151917.28
1603825200.0,2020-10-27 07-PM,BTCUSD,13655.96,13695,13619.54,13672.81,377.27,5155241.39
1603821600.0,2020-10-27 06-PM,BTCUSD,13692.39,13760,13531.54,13655.96,622.55,8506875.78
1603818000.0,2020-10-27 05-PM,BTCUSD,13659.45,13758.12,13612.92,13692.39,753.16,10304170.38
1603814400.0,2020-10-27 04-PM,BTCUSD,13607.41,13665,13524.44,13659.45,663.04,9014265.81
1603810800.0,2020-10-27 03-PM,BTCUSD,13405.7,13615,13301.16,13607.41,1609.48,21758606.36
1603807200.0,2020-10-27 02-PM,BTCUSD,13401.17,13431.95,13350,13405.7,430.9,5772226.23
1603803600.0,2020-10-27 01-PM,BTCUSD,13393.54,13440.01,13335.62,13401.17,680.21,9111731.12
1603800000.0,2020-10-27 12-PM,BTCUSD,13446.44,13456.14,13356.22,13393.54,788.9,10577804.78
1603796400.0,2020-10-27 11-AM,BTCUSD,13261.15,13480,13244.96,13446.44,1580.02,21085465.54
1603792800.0,2020-10-27 10-AM,BTCUSD,13150,13308.18,13130,13261.15,1152.76,15269672.93
1603789200.0,2020-10-27 09-AM,BTCUSD,13150.31,13150.6,13086.97,13150,189.74,2488783.67
1603785600.0,2020-10-27 08-AM,BTCUSD,13154.71,13176.59,13131.32,13150.31,223.62,2941418.05
1603782000.0,2020-10-27 07-AM,BTCUSD,13101.87,13162.08,13090.59,13154.71,99.41,1304694.82
1603778400.0,2020-10-27 06-AM,BTCUSD,13093.21,13107.08,13066.82,13101.87,175.78,2300029.9
1603774800.0,2020-10-27 05-AM,BTCUSD,13137.14,13155,13088.67,13093.21,111.87,1467177.57
1603771200.0,2020-10-27 04-AM,BTCUSD,13089,13139.29,13089,13137.14,34.12,447527.64
1603767600.0,2020-10-27 03-AM,BTCUSD,13078.31,13123.94,13076.86,13089,33.89,443934.61
1603764000.0,2020-10-27 02-AM,BTCUSD,13094.34,13139.41,13066.41,13078.31,101.47,1330105.4
1603760400.0,2020-10-27 01-AM,BTCUSD,13100.65,13117.09,13067.01,13094.34,198.37,2595423.2
1603756800.0,2020-10-27 12-AM,BTCUSD,13066.73,13137.14,13057.09,13100.65,144.38,1891328.68
1603753200.0,2020-10-26 11-PM,BTCUSD,13051.53,13097.87,13044.88,13066.73,170.62,2230912.31
1603749600.0,2020-10-26 10-PM,BTCUSD,13033.74,13058.5,12998.34,13051.53,215.43,2808803.73
1603746000.0,2020-10-26 09-PM,BTCUSD,13021.65,13069.9,13016.36,13033.74,74.65,974069.87
